chunk_id,chunk_id_legacy,chapter,level,fragment_type,hierarchy_path,parent_chunk_id,title,content,token_count,is_regulatory,is_stub,keywords,metadata_json
ch12-f29,ch12,12,1,chapter,Ch12,,Do confirm no recent non-chlorine oxidizer addition — MPS registers as apparent combined chlorine. Chapter 12 §12.8.4.,Do confirm no recent non-chlorine oxidizer addition — MPS registers as apparent combined chlorine. Chapter 12 §12.8.4.,29,False,False,"[""non"", ""confirm"", ""apparent"", ""recent"", ""registers"", ""combined"", ""oxidizer"", ""addition"", ""mps"", ""chapter""]","{""chunk_id"": ""ch12-f29"", ""chunk_id_legacy"": ""ch12"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 12, ""hierarchy_path"": ""Ch12"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 29, ""keywords"": [""non"", ""confirm"", ""apparent"", ""recent"", ""registers"", ""combined"", ""oxidizer"", ""addition"", ""mps"", ""chapter""]}"
ch13-f21,ch13,13,1,chapter,Ch13,,"Do note CYA 50 ppm in an indoor pool is wrong on its own — there is no ultraviolet loss to protect against, so someone is feeding a stabilized product. That is a separate corrective action (§19.6, Chapter 13 §13.3.3).","Do note CYA 50 ppm in an indoor pool is wrong on its own — there is no ultraviolet loss to protect against, so someone is feeding a stabilized product. That is a separate corrective action (§19.6, Chapter 13 §13.3.3).",57,False,False,"[""ppm"", ""loss"", ""its"", ""there"", ""protect"", ""pool"", ""product"", ""separate"", ""someone"", ""corrective""]","{""chunk_id"": ""ch13-f21"", ""chunk_id_legacy"": ""ch13"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 13, ""hierarchy_path"": ""Ch13"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 57, ""keywords"": [""ppm"", ""loss"", ""its"", ""there"", ""protect"", ""pool"", ""product"", ""separate"", ""someone"", ""corrective""]}"
ch12-f30,ch12,12,1,chapter,Ch12,,Step 3 — Calculate the breakpoint dose. Educational estimate: target FC = 10 × CC. Chapter 12 §12.6.2.,Step 3 — Calculate the breakpoint dose. Educational estimate: target FC = 10 × CC. Chapter 12 §12.6.2.,30,False,False,"[""calculate"", ""the"", ""educational"", ""step"", ""target"", ""dose"", ""estimate"", ""breakpoint"", ""chapter""]","{""chunk_id"": ""ch12-f30"", ""chunk_id_legacy"": ""ch12"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 12, ""hierarchy_path"": ""Ch12"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 30, ""keywords"": [""calculate"", ""the"", ""educational"", ""step"", ""target"", ""dose"", ""estimate"", ""breakpoint"", ""chapter""]}"
ch12-19-7-2,ch12-19-7-2,12,2,section,"Ch12/19.7.2 Example 2 — high combined chlorine, indoor pool",ch12-f01,"19.7.2 Example 2 — high combined chlorine, indoor pool",Target FC = 10 x 0.9 = 9.0 ppm Desired change = 9.0 - 2.2 = 6.8 ppm Option A - 12.5% sodium hypochlorite: Gallons = 6.8 x 4.84 / 12.5 = 32.912 / 12.5 = 2.63 gal Option B - 65% calcium hypochlorite: lb = 6.8 x 0.404 x 1.538 = 4.23 lb Side effect: calcium hardness rises 6.8 x 0.71 = 4.8 ppm,136,False,False,"[""indoor"", ""option"", ""combined"", ""hypochlorite"", ""calcium"", ""example"", ""pool"", ""high"", ""chlorine""]","{""chunk_id"": ""ch12-19-7-2"", ""chunk_id_legacy"": ""ch12-19-7-2"", ""parent_chunk_id"": ""ch12-f01"", ""fragment_type"": ""section"", ""level"": 2, ""chapter"": 12, ""hierarchy_path"": ""Ch12/19.7.2 Example 2 — high combined chlorine, indoor pool"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 136, ""keywords"": [""indoor"", ""option"", ""combined"", ""hypochlorite"", ""calcium"", ""example"", ""pool"", ""high"", ""chlorine""]}"
ch25-f05,ch25,25,1,chapter,Ch25,,Do confirm ventilation is operating and the space is unoccupied — this is an indoor superchlorination. Chapter 25 for air handling; pointer only.,Do confirm ventilation is operating and the space is unoccupied — this is an indoor superchlorination. Chapter 25 for air handling; pointer only.,30,False,False,"[""this"", ""confirm"", ""the"", ""indoor"", ""and"", ""ventilation"", ""space"", ""operating"", ""unoccupied"", ""superchlorination""]","{""chunk_id"": ""ch25-f05"", ""chunk_id_legacy"": ""ch25"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 25, ""hierarchy_path"": ""Ch25"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 30, ""keywords"": [""this"", ""confirm"", ""the"", ""indoor"", ""and"", ""ventilation"", ""space"", ""operating"", ""unoccupied"", ""superchlorination""]}"
ch12-f31,ch12,12,1,chapter,Ch12,,"If CC has not cleared: do not escalate the dose. Chapter 12 §12.6.4 — suspect organic chloramines, which resist breakpoint. Dilute and address the source instead.","If CC has not cleared: do not escalate the dose. Chapter 12 §12.6.4 — suspect organic chloramines, which resist breakpoint. Dilute and address the source instead.",39,False,False,"[""chloramines"", ""not"", ""the"", ""instead"", ""source"", ""which"", ""and"", ""suspect"", ""escalate"", ""address""]","{""chunk_id"": ""ch12-f31"", ""chunk_id_legacy"": ""ch12"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 12, ""hierarchy_path"": ""Ch12"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 39, ""keywords"": [""chloramines"", ""not"", ""the"", ""instead"", ""source"", ""which"", ""and"", ""suspect"", ""escalate"", ""address""]}"
ch300,ch300,300,1,chapter,Ch300,,"Panel: FC 2.6 · CC 0.2 · pH 7.5 · TA measured 120 · CH 300 · CYA 105 · 84 °F · TDS 1,600 Code cyanuric acid maximum: 90 ppm.","Panel: FC 2.6 · CC 0.2 · pH 7.5 · TA measured 120 · CH 300 · CYA 105 · 84 °F · TDS 1,600 Code cyanuric acid maximum: 90 ppm.",56,False,False,"[""cyanuric"", ""ppm"", ""tds"", ""cya"", ""measured"", ""acid"", ""code"", ""panel"", ""maximum""]","{""chunk_id"": ""ch300"", ""chunk_id_legacy"": ""ch300"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 300, ""hierarchy_path"": ""Ch300"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 56, ""keywords"": [""cyanuric"", ""ppm"", ""tds"", ""cya"", ""measured"", ""acid"", ""code"", ""panel"", ""maximum""]}"
ch13-f22,ch13,13,1,chapter,Ch13,,Step 3 — Stage it if a single drain is not feasible. Replacing 25% at a time (Chapter 13 §13.10.3):,Step 3 — Stage it if a single drain is not feasible. Replacing 25% at a time (Chapter 13 §13.10.3):,33,False,False,"[""drain"", ""not"", ""feasible"", ""stage"", ""step"", ""time"", ""single"", ""replacing"", ""chapter""]","{""chunk_id"": ""ch13-f22"", ""chunk_id_legacy"": ""ch13"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 13, ""hierarchy_path"": ""Ch13"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 33, ""keywords"": [""drain"", ""not"", ""feasible"", ""stage"", ""step"", ""time"", ""single"", ""replacing"", ""chapter""]}"
ch13-19-7-3,ch13-19-7-3,13,2,section,"Ch13/19.7.3 Example 3 — high cyanuric acid, outdoor pool",ch13-f01,"19.7.3 Example 3 — high cyanuric acid, outdoor pool","Stage 1:  0.75^1 = 0.750  ->  CYA = 79 ppm Stage 2:  0.75^2 = 0.563  ->  CYA = 59 ppm Stage 3:  0.75^3 = 0.422  ->  CYA = 44 ppm   TARGET MET Volume per stage = 0.25 x 48,400 = 12,100 gallons Total water used = 36,300 gallons  (vs. 25,400 single-stage)",117,False,False,"[""cyanuric"", ""stage"", ""acid"", ""outdoor"", ""target"", ""example"", ""pool"", ""gallons"", ""high""]","{""chunk_id"": ""ch13-19-7-3"", ""chunk_id_legacy"": ""ch13-19-7-3"", ""parent_chunk_id"": ""ch13-f01"", ""fragment_type"": ""section"", ""level"": 2, ""chapter"": 13, ""hierarchy_path"": ""Ch13/19.7.3 Example 3 — high cyanuric acid, outdoor pool"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 117, ""keywords"": [""cyanuric"", ""stage"", ""acid"", ""outdoor"", ""target"", ""example"", ""pool"", ""gallons"", ""high""]}"
ch12-f32,ch12,12,1,chapter,Ch12,,"Step 4 — Fix the cause, or it returns. The trichlor feeder is loading cyanuric acid continuously. Measure the daily chlorine demand (Chapter 12 §12.5.2) — assume 3.5 ppm/day:","Step 4 — Fix the cause, or it returns. The trichlor feeder is loading cyanuric acid continuously. Measure the daily chlorine demand (Chapter 12 §12.5.2) — assume 3.5 ppm/day:",50,False,False,"[""continuously"", ""cyanuric"", ""ppm"", ""demand"", ""loading"", ""step"", ""trichlor"", ""day"", ""cause"", ""assume""]","{""chunk_id"": ""ch12-f32"", ""chunk_id_legacy"": ""ch12"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 12, ""hierarchy_path"": ""Ch12"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 50, ""keywords"": [""continuously"", ""cyanuric"", ""ppm"", ""demand"", ""loading"", ""step"", ""trichlor"", ""day"", ""cause"", ""assume""]}"
ch13-f23,ch13,13,1,chapter,Ch13,,Do decouple: keep cyanuric acid where the dilution put it and maintain the residual with an unstabilized product. Chapter 13 §13.9.,Do decouple: keep cyanuric acid where the dilution put it and maintain the residual with an unstabilized product. Chapter 13 §13.9.,34,False,False,"[""decouple"", ""cyanuric"", ""the"", ""maintain"", ""and"", ""unstabilized"", ""acid"", ""put"", ""dilution"", ""with""]","{""chunk_id"": ""ch13-f23"", ""chunk_id_legacy"": ""ch13"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 13, ""hierarchy_path"": ""Ch13"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 34, ""keywords"": [""decouple"", ""cyanuric"", ""the"", ""maintain"", ""and"", ""unstabilized"", ""acid"", ""put"", ""dilution"", ""with""]}"
ch17-f09,ch17,17,1,chapter,Ch17,,"Stop adding products — clarifiers, flocculants, algaecides, enzymes. Chapter 17 §17.1.1 Rule 3.","Stop adding products — clarifiers, flocculants, algaecides, enzymes. Chapter 17 §17.1.1 Rule 3.",32,False,False,"[""adding"", ""products"", ""flocculants"", ""algaecides"", ""enzymes"", ""clarifiers"", ""stop"", ""rule"", ""chapter""]","{""chunk_id"": ""ch17-f09"", ""chunk_id_legacy"": ""ch17"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 17, ""hierarchy_path"": ""Ch17"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 32, ""keywords"": [""adding"", ""products"", ""flocculants"", ""algaecides"", ""enzymes"", ""clarifiers"", ""stop"", ""rule"", ""chapter""]}"
ch21-f06,ch21,21,1,chapter,Ch21,,"Any chemical injury, exposure, spill, unintended mixing, off-gassing, heat, or container rupture occurs. Medical response and emergency services first; follow label and SDS first aid; report per code. Chapter 21. [S13, S19]","Any chemical injury, exposure, spill, unintended mixing, off-gassing, heat, or container rupture occurs. Medical response and emergency services first; follow label and SDS first aid; report per code. Chapter 21. [S13, S19]",51,False,False,"[""container"", ""aid"", ""spill"", ""heat"", ""sds"", ""and"", ""label"", ""injury"", ""any"", ""emergency""]","{""chunk_id"": ""ch21-f06"", ""chunk_id_legacy"": ""ch21"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 21, ""hierarchy_path"": ""Ch21"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 51, ""keywords"": [""container"", ""aid"", ""spill"", ""heat"", ""sds"", ""and"", ""label"", ""injury"", ""any"", ""emergency""]}"
ch10-f13,ch10,10,1,chapter,Ch10,,"Media bypass is suspected — a filter showing no pressure rise, or media appearing in the vessel. Chapter 10 §10.14.","Media bypass is suspected — a filter showing no pressure rise, or media appearing in the vessel. Chapter 10 §10.14.",27,False,False,"[""suspected"", ""vessel"", ""showing"", ""the"", ""bypass"", ""pressure"", ""appearing"", ""filter"", ""rise"", ""media""]","{""chunk_id"": ""ch10-f13"", ""chunk_id_legacy"": ""ch10"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 10, ""hierarchy_path"": ""Ch10"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 27, ""keywords"": [""suspected"", ""vessel"", ""showing"", ""the"", ""bypass"", ""pressure"", ""appearing"", ""filter"", ""rise"", ""media""]}"
ch18-f07,ch18,18,1,chapter,Ch18,,A controller or feeder persistently conflicts with manual testing after probe service and calibration. Chapter 18 §19.8.3. [S11],A controller or feeder persistently conflicts with manual testing after probe service and calibration. Chapter 18 §19.8.3. [S11],30,False,False,"[""conflicts"", ""probe"", ""testing"", ""controller"", ""and"", ""calibration"", ""persistently"", ""feeder"", ""with"", ""service""]","{""chunk_id"": ""ch18-f07"", ""chunk_id_legacy"": ""ch18"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 18, ""hierarchy_path"": ""Ch18"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 30, ""keywords"": [""conflicts"", ""probe"", ""testing"", ""controller"", ""and"", ""calibration"", ""persistently"", ""feeder"", ""with"", ""service""]}"
ch16-f12,ch16,16,1,chapter,Ch16,,A parameter cannot be brought into range without pushing another out of range. Source water or design problem. Chapter 16 §16.14.4.,A parameter cannot be brought into range without pushing another out of range. Source water or design problem. Chapter 16 §16.14.4.,30,False,False,"[""into"", ""parameter"", ""source"", ""range"", ""problem"", ""another"", ""pushing"", ""brought"", ""water"", ""design""]","{""chunk_id"": ""ch16-f12"", ""chunk_id_legacy"": ""ch16"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 16, ""hierarchy_path"": ""Ch16"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 30, ""keywords"": [""into"", ""parameter"", ""source"", ""range"", ""problem"", ""another"", ""pushing"", ""brought"", ""water"", ""design""]}"
ch9-f87,ch9,9,1,chapter,Ch9,,"A required drain or partial drain for cyanuric acid, calcium, or dilution. Structural risk, water table, liner float, and discharge permitting all require professional input. Chapter 9 §9.17.4. [S6]","A required drain or partial drain for cyanuric acid, calcium, or dilution. Structural risk, water table, liner float, and discharge permitting all require professional input. Chapter 9 §9.17.4. [S6]",49,False,False,"[""professional"", ""cyanuric"", ""calcium"", ""dilution"", ""required"", ""all"", ""and"", ""input"", ""structural"", ""for""]","{""chunk_id"": ""ch9-f87"", ""chunk_id_legacy"": ""ch9"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 9, ""hierarchy_path"": ""Ch9"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 49, ""keywords"": [""professional"", ""cyanuric"", ""calcium"", ""dilution"", ""required"", ""all"", ""and"", ""input"", ""structural"", ""for""]}"
ch16-f13,ch16,16,1,chapter,Ch16,,"Surface etching, grout loss, staining, or heater scaling is progressing. Chemistry correction stops further damage but repairs nothing. Chapter 16 §16.15.","Surface etching, grout loss, staining, or heater scaling is progressing. Chemistry correction stops further damage but repairs nothing. Chapter 16 §16.15.",33,False,False,"[""progressing"", ""stops"", ""but"", ""repairs"", ""loss"", ""grout"", ""etching"", ""scaling"", ""correction"", ""nothing""]","{""chunk_id"": ""ch16-f13"", ""chunk_id_legacy"": ""ch16"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 16, ""hierarchy_path"": ""Ch16"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 33, ""keywords"": [""progressing"", ""stops"", ""but"", ""repairs"", ""loss"", ""grout"", ""etching"", ""scaling"", ""correction"", ""nothing""]}"
ch17-f10,ch17,17,1,chapter,Ch17,,"A contamination incident, suspected illness, or cluster of irritation complaints occurs. Chapter 17B, Chapter 28, and the health authority. [S5, S6]","A contamination incident, suspected illness, or cluster of irritation complaints occurs. Chapter 17B, Chapter 28, and the health authority. [S5, S6]",35,False,False,"[""contamination"", ""suspected"", ""illness"", ""the"", ""cluster"", ""and"", ""health"", ""incident"", ""authority"", ""complaints""]","{""chunk_id"": ""ch17-f10"", ""chunk_id_legacy"": ""ch17"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 17, ""hierarchy_path"": ""Ch17"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 35, ""keywords"": [""contamination"", ""suspected"", ""illness"", ""the"", ""cluster"", ""and"", ""health"", ""incident"", ""authority"", ""complaints""]}"
ch9-f88,ch9,9,1,chapter,Ch9,,"Note on originality. The dose factors used in this chapter are those derived in Chapter 9 §9.10–9.16 from published molecular weights and standard unit conversions (S15); no factor table from any commercial source has been reproduced. Parameter ranges and corrective-action concepts are drawn from the CDC model code (S5); label primacy from FIFRA (S7); chemical handling requirements from OSHA HazCom and Safety Data Sheets (S13) and CDC pool chemical safety guidance (S19). All example panels, worked examples, the adjustment-order reconciliation, the pH/alkalinity decision matrix, the acid comparison, the safe addition checklist, stop conditions, mistake tables, and directive language in this chapter are original to this manual and are not reproduced or adapted from any commercial operator handbook, certification course text, or examination material.","Note on originality. The dose factors used in this chapter are those derived in Chapter 9 §9.10–9.16 from published molecular weights and standard unit conversions (S15); no factor table from any commercial source has been reproduced. Parameter ranges and corrective-action concepts are drawn from the CDC model code (S5); label primacy from FIFRA (S7); chemical handling requirements from OSHA HazCom and Safety Data Sheets (S13) and CDC pool chemical safety guidance (S19). All example panels, worked examples, the adjustment-order reconciliation, the pH/alkalinity decision matrix, the acid comparison, the safe addition checklist, stop conditions, mistake tables, and directive language in this chapter are original to this manual and are not reproduced or adapted from any commercial operator handbook, certification course text, or examination material.",171,False,False,"[""parameter"", ""cdc"", ""operator"", ""all"", ""published"", ""osha"", ""factors"", ""guidance"", ""requirements"", ""code""]","{""chunk_id"": ""ch9-f88"", ""chunk_id_legacy"": ""ch9"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 9, ""hierarchy_path"": ""Ch9"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 171, ""keywords"": [""parameter"", ""cdc"", ""operator"", ""all"", ""published"", ""osha"", ""factors"", ""guidance"", ""requirements"", ""code""]}"
